product_name,barcode,ingredients,calories,sugar,fat,proteins,saturated_fat,fibers,sodium
Nutella,80177425,,533.0,56.3,30.9,6.3,3.749749746083333,3.994820016749884,337.0072807709859
Kurkure,8901491100519,"Cereal Products (66%) (Rice Meal (43.5%), Corn Meal (23%)), Edible Vegetable Oil (Palmolein),*Seasoning (~Spices and Condiments, lodised Salt, Sugar, Flavour (Natural and Nature Identical Flavouring Substances), Black Salt, Tomato Powder, Acidity Regulators (330, 296, 334), Colour(160c), Maltodextrin) , Gram Meal (0.5%).",555.0,1.4,33.6,6.4,2.9043920769977767,11.64643423735873,310.91642568659927
Parachnute 100% Pure Coconut Oil,8901088000451,,900.0,1.0,100.0,1.0,2.4799254941722038,4.55880144697639,310.8576107770604
Ginger Crystallized In Dark Chocolate,716270001660,"dark chocolate (cocoa liquor*, sugar, cocoa butter*, soy lecithin, vanilla), crystallized ginger (ginger, sugar)",500.0,40.0,33.33,6.67,6.161814006550076,10.936300209741267,24.6018842274958
,8850389100684,"water, lychee juice from concentrate 25%, coconut 25%, fructose, sucrose, acidifiers (citric acid, calcium lactate), lychee flavor, preservative e211, gelling agent: gellan gum, color: e129 - 0.0001% (this dye may have adverse effects on activity and attention in children),",53.0,12.0,13.53,7.3,4.000058962140989,0.9000864711296719,111.10605050522355
Chocolat en poudre,1234567890128,Ingridients:Poudre de cacao - sucre - lait entier (faible teneur en matière grasse) - Emulsifiants,134.0,2.7,1.6,1.3,9.926532367651374,6.710321657098728,449.1369211569038
Gaufres Côte d’Or,9141209,"glucose syrup, bulking agent (polydextrose), starch, humectant (sorbitol syrup), gelatine, sugar, acids (malic acid, acetic acid), concentrated fruit juices' (1 %) (apple, lime, orange, lemon, strawberry, blackcurrant, raspberry), colours (anthocyanins, vegetable carbon, paprika extract, lutein, curcumin), coconut oil, flavourings, glazing agent (carnauba wa 'equivalent to 6.9% fruit juice.",284.0,35.2,0.424,5.08,2.5285608734110987,14.407249278504088,398.72329473595187
Wild Pacific Red Salmon,5000171010025,"red salmon 99 %, salt.",151.0,10.0,7.8,20.4,0.784331570192846,10.38354895200455,277.16719561653315
Kissan Fresh Tomato Ketchup,8901030897542,"water, tomato paste (28%), sugar, iodised salt, acidity regulator-E260, stabilizers - E1422, E415, Preservetive - E211, Onion power, garlic powder, spices and condiments.",887.0,195.0,2.67,7.33,12.27587260497535,10.846244565733857,200.8810364567867
Kissan fresh tomato ketchup 1kg,8901030921667,,133.0,29.3,0.667,1.33,2.9043920769977767,9.373401378950295,89.60550478004821
Maaza Original 1.2ltr,8901764092305,"WATER, MANGO PULP (19.5%), SUGAR, ACIDITY REGULATOR (330), ANTIOXIDANT(300) AND PRESERVATIVE (202) CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (110) AND ADDED MANGO FLAVOURS (NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES).",54.0,13.0,13.53,7.3,14.293571265737599,11.246774451523589,194.3133942724275
kissan fresh tomato,8901030921797,,133.0,55.2,0.4,1.1,12.013303835521027,6.661575923075639,189.86672586506697
BOURBON,8901063139374,"EDIBLE MAIZI CH, 122, 110, 13 & 102), COCOA SOLIDS (2.7%), MILK SOUDS, RAISING AGENTS (500) & 503(1) NATURE IDENTICAL & ARTIFICIAL (VANILU CHOCOLATE MILK & MILKY COCOA) FLAVOUING SUBSTANCES, EMULSIFIERS [471 & 322(1), M.K CHOCOLATE (0.1%) [EMULSIFIER (322(1) AD IODSED SALT.",493.5,37.0,20.3,5.0,17.907064273510212,7.6744967647124245,348.6260672362391
tomato ketchup,8901030902932,,133.0,26.0,0.667,1.33,19.01921469755733,1.9716726360279155,310.8576107770604
Lays Classics Salted 20rs,8901491101837,"Potato, Edible Vegetable Oil (Palmolein Oil, Rice Bran Oil), Salt (1%).",554.0,2.6,35.5,7.0,2.4799254941722038,13.125116930082818,241.93948165453298
Thumbs Up 750ml,8901764042270,"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (338), CAFFEINE (8.3 mg/100 g), COLOUR (1506) FLAVOURS (NATURAL, NATURE-IDENTICAL & ARTIFICIAL (COLA) FLAVOURING SUBSTANCES). &quot;CONTAINS CAFFEINE&quot;",36.0,9.0,13.53,7.3,12.27587260497535,3.5328865655670096,69.13677952936666
Thums up,8901764042911,"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (338), CAFFEINE (8.1 mg/100 g), SWEETENER (960) COLOUR (150 d), FLAVOURS (NATURAL, NATURE-IDENTICAL & ARTIFICIAL (COLA) FLAVORING SUBSTANCES).",39.0,9.5,13.53,7.3,12.013303835521027,10.921922155495388,56.43773688008959
Oreo,7622201756697,"Refined Wheat Flour (Maida), Sugar, Fractionated Fat, Palmolein, Invert Sugar, Cocca Solids (2%), Leavening Agents (500(i), 503(ii)), Starch, lodised Salt, Emulsifier (322), Nature Identical Flavouring Substances. *T&C apply Allergen Information: Contains Wheat, Sulphite, Soy. May Contain Milk and Barley. er day",483.0,38.8,19.6,7.3,1.0243632131279548,12.750752011761092,50.90125282528837
Coca Cola Coke Brand 750ml,8901764012273,,44.0,11.0,13.53,7.3,3.749749746083333,11.64643423735873,367.7956804191619
masala munch 10rs,8901491361026,"Cereal Products(61%)(Rice Meal(42%),Corn Meal(19%),Edible vegetable oil(palmolein,sesame oil),*Seasoning(~spices and condiments,iodised salt,maltodextrin,sugar,black salt,acidity regulators(330,296,334),tomato powder,hydrolysed soy protein,flavour(natiral and nature identitical flavouring substances),Dxtrose,emulsfier(414),milk solids,edibile starch,flavour enhancers(627&631)),Gram meal(3%)
*as flavouring agent . ~contains onion and garlic",556.0,1.7,33.7,6.4,16.665608551928393,3.373263787299812,193.6669790978897
Cadbury Dairy Milk,7622202398698,,532.0,57.0,29.2,7.8,2.0436750687270386,7.413073488893838,258.5473541262634
Amul Masti Spiced Buttermilk,8901262200196,"Milk Solids, Common Salt, Spices & Condiments (1%), Permitted Stabilizer (E 460(i)).",28.5,1.8,1.5,1.5,11.269416231632974,10.38354895200455,144.99892976667766
Ching's Schezwan Chutney,8901595862962,"Water, Sunflower Oil, Sugar, Ginger, Salt, Chilli, Garlic, Onion, Corn Starch, Flavour Enhancer (E635), Thickener (E1422), Acidity Regulator (E260), Spices (Whte Pepper, Schezwan Pepper), Preservatives (E202, E211). Celery, Soy Sauce Powder (Soybean, Wheat, Salt).",133.0,6.67,6.67,7.3,15.46767090900348,8.913851803607566,377.4953117494347
Sprite,8901764032707,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330,331(ii)), PRESSERVATIVE (211) & SWEETENER (960).",40.0,9.8,13.53,7.3,0.6058406222074942,7.444154655210581,367.7956804191619
,8901030831690,"SUGAR, MIXED FRUIT PULP BLEND - 60% (PAPAYA PULP, PEAR PULP, APPLE JUICE, BANANA PULP, PINEAPPLE JUICE, ORANGE JUICE, MANGO PULP, GRAPE JUICE), ACIDITY REGULATOR E330, THICKENER E440, IODISED SALT, VITAMINS & MINERAL, PRESERVATIVE-E202, NATURAL FLAVOURING SUBSTANCES, FOOD COLOUR-E122.",285.0,68.1,0.1,0.3,4.054442062530031,8.78770849788994,263.01949608878306
Parle-G gold 75g,8901719125478,"REFINED WHEAT FLOUR (MAIDA) (68%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP* [SUGAR, CITRIC ACID], IODISED SALT, RAISING AGENTS [503 (ii), 500 (ii)], MILK SOLIDS, FLOUR TREATMENT AGENT [1101 (ii)] AND EMULSIFIER OF VEGETABLE ORIGIN [472e] CONTAINS ADDED FLAVOUR (ARTIFICIAL FLAVOURING SUBSTANCES VANILLA) (D-GLUCOSE, LEVULOSE) CONTAINS: WHEAT, MILK",454.0,25.5,13.0,6.9,12.503632723868401,6.699970060144198,188.04014439777376
Lay's Potato Chips,8901491101844,"potato, edible vegetable oil (sunflower oil, corn oil, and/or canola oil), spices and condiments (onion powder, chilli powder, dry mango powder, coriander powder, ginger powder, garlic powder, black pepper powder, turmeric powder, cumin powder, salt, black salt, sugar, tomato powder, citric acid, tartaric acid, natural flavors (e160b)",500.0,10.0,35.0,10.0,12.013303835521027,6.521719302592139,377.67302998008796
Parle-G,8901719128462,"REFINED WHEAT FLOUR (MAIDA ) - 68%, SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP# [SUGAR, CITRIC ACID], IODISED SALT, RAISING AGENTS [503 (ii), 500 (ii)], MILK SOLIDS, FLOUR TREATMENT AGENT [1101 (i)] AND EMULSIFIER OF VEGETABLE ORIGIN [472e], CONTAINS ADDED FLAVOUR ( ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA) (D-GLUCOSE, LEVULOSE)",454.0,25.5,13.0,6.9,7.834678064820691,7.537630515613659,108.15703817617246
Maaza Original 600ml,8901764092206,"WATER, MANGO PULP (19.5%), SUGAR, ACIDITY REGULATOR (330), ANTIOXIDANT(300) AND PRESERVATIVE (202). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (110) AND ADDED MANGO FLAVOURS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES).",63.0,14.9,13.53,7.3,5.690596742778877,11.96713136611336,374.6686196765607
FOOD,5000232192202,"Mackerel [Fish], Sunflower Oil, Water, Salt.
 OCEAN OF CATCH: Atlantic, Northeast)",217.0,0.1,21.3,19.7,12.062188733689855,7.6744967647124245,111.10605050522355
Sprite 750ml,8901764032271,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331(i)), PRESERVATIVE(211), SWEETENER (960), FLAVOURS (NATURAL FLAVORING SUBSTANCES)",40.0,9.8,13.53,7.3,2.5285608734110987,3.053273352009243,487.598061021707
Mixed fruit Jam,8901030831706,"SUGAR, MIXED FRUIT PULP BLEND - 60% (PAPAYA PULP, PEAR PULP, APPLE JUICE, BANANA PULP PINEAPPLE JUICE, ORANGE JUICE, MANGO PULP, GRAPE JUICE), ACIDITY REGULATOR-E330, THICKENER-E440, 10DISED SALT, VITAMINS & MINERAL, PRESERVATIVE-E202, NATURAL FLAVOURING SUBSTANCES, FOOD COLOUR-E122 NUMBER OF SERVES PER PACK: APPROX. 25, PER SERVE: 20 g (1 Tbsp)",286.66666666667,68.666666666667,13.53,7.3,3.718316847421302,12.514555730803265,337.0072807709859
Thums Up  (Coca-Cola),8901764042300,"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (330 CAFFEINE (8.1 mg/100 g), SWEETENER (960), COLOUR (150 d), FLAVOURS NATURAL, NATURE-IDENTICAL & ARTIFICIAL (COLA) FLAVOURING SUBSTANCES).",42.0,10.4,13.53,7.3,11.269416231632974,10.921922155495388,310.8576107770604
Maggi,8901058000269,"Noodles: Refined wheat flour (Maida), Paim oil, lodized salt, Wheat gluten, Thickeners (508&412), Acidity regulators (501 (i) & 500 (i) and Humectant (451 (i)). Masala *TASTEMAKER®: Mixed spices (25.6%) (Onion powder Coriander powder, Turmerie newder, Red chilli powder, Garlic powder Cumin powder, Aniseed powder, powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, lodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330), Colour (150d), Mineral and Wheat gluten. Contains Wheat & Nut. May Contains Milk, Mustard, Oats And Soy. #Lets toMAGGI",384.0,1.8,12.5,8.2,19.01921469755733,11.055243122971223,89.60550478004821
Lays 20rs,8901491101813,"Potato, Edible Vegetable Oil (Palmolein Oil), *Seasoning (Sugar, lodised Salt, Milk Solids, &quot;Spices & Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers (627, 631), Edible Vegetable Oil (Palm, Coconut), Anticaking agent (551)).",313.0,1.9230769230769,21.153846153846,3.8461538461538,7.834678064820691,14.320899426784,241.93948165453298
West Indies' Hot 'n' Sweet Chilli,8901491503051,"Potato, Edible Vegetable Oil (Palmolein Oil), *Seasoning (Sugar, Maltodextrin, lodised Salt, Flavour (Natural and Nature Identical Flavouring Substances), &quot;Spices & Condiments, Flavour Enhancers (627 & 631), Edible Vegetable Oil (Palm, Sunflower, Peanut), Hydrolysed Vegetable Protein, Anticaking agent (551), Cocoa Solids, Lactose). &quot;As flavouring agent. &quot;Contains Onion and Garlic",544.0,6.0,33.0,7.0,10.899652054849144,13.391677017124442,136.78830614889154
Amul Pasteurized Butter,8901262010016,"Butter, common salt. CONTAINS PERMITTED NATURAL COLOUR [ANNATTO]",714.28571428571,10.0,78.571428571429,7.3,7.233467998031024,9.886546943217889,258.5473541262634
Sprite,8901764032912,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331(iii)), PRESERVATIVE (211), FLAVOURS (NATURAL FLAVORING SUBSTANCES).",49.0,11.7,13.53,7.3,13.71623722759192,9.542935899136012,194.3133942724275
Chyawanprash Awaleha,8901207040337,"Each 100g is prepared from Ext. derived from the following - Patals (Stereospermum suaveolens, St. Bk.), Agnimantha (Clerodendrum phlomidis, St. Bk.), Gambhari (Gmelina arborea, St. Bk.), Bilva (Aegle marmelos, St. Bk.), Shyonaka (Oroxylum indicum, St. Bk.), Gokshura (Tribulus terrestris, Fr.), Shalaparni (Desmodium gangeticum, PI.), Prishniparni (Uraria picta, Pl.), Brihati (Solanum indicum, Pl.), Kantakari (Solanum surattense, Pl.), Pippali (Piper longum, Fr.), Karkatshringi (Pistacia integerrima, Gl.), Draksha (Vitis vinifera, Dr.Fr.), Guduchi (Tinospora cordifolia, St.), Haritaki (Terminalia chebula, P.), Bala (Sida cordifolia, Rt.), Tamalaki (Phyllanthus niruri, Pl.), Vasa (Adhatoda vasica, Lf.), Jiwanti (Leptadenia reticulata, Pl.), Shati (Hedychium spicatum, Rz.), Musta (Cyperus rotundus, Rz.), Pushkara (Inula recemosa, Rt.), Kakanasika (Martynia annua, Fr.), Mudgaparni (Phaseolus trilobus, Pl.), Mashaparni (Teramnus labialis, Pl.), Vidari (Pueraria tuberosa, Rt. Tr.), Punarnava (Boerhavia diffusa, Rt.), Utpala (Nymphaea stellata, Fl.), Sukshamaila (Elettaria cardamomum, Fr.), Agaru (Cinnamomum zeylanicum-official substitute, St.Bk.), Shweta Chandan (Santalum album, Ht. Wd.), Riddhi (Dioscores bulbifera-official substitute, Rt. Tr.), orea bulbifera-official substitute, (Asparagus recemosus - official Rt.), Mahameda (Asparagus official substitute, Rt.), Jivaka Vrida Rt. 1 substr recemosus 6 official (Pueraria tuberosa - official substitute, Rt. Tr.), Rishabhak (Pueraria tuberosa substitute, Rt. Tr.), Kakoli (Withania somnifera - official substitute, Rt.), Kshirkakoli (Withania somnifera-official substitute, Rt.) each 0.396g and Amalaki (Emblica officinalis, Fr., Fr. Pulp) 90.0g, Ghrita, Tila tall (Sesamum indicum, oil) each 1.38g, Sharkara 59.5g, Madhu 4.76g and Powder of the following-Pippali (Piper longum Fr.) 0.79g, Vamsha (Bambusa bambos, S.C.) 1.68g, Tvak (Cinnamomum zeylanicum, St.Bk.) Sukshamalla (Elettaria cardamomum, F Tvakpatra (Cinnamomum tamala, LAX Nagkesara (Mesua ferrea, Sinn.), Abbrak Sam each 0.1g Mukta Pish 8.00 Akarkarabha (Anacyclus pyrethrum, & Lavanga (Syzygium aromaticum, FL B4) La Kumkum (Crocus sabus Sty Preservative Sodium Benzoate",50.0,10.0,13.53,7.3,17.275758174924313,6.79134255087409,167.578249469784
Coca cola Soft Drink 750ml,3948764012273,"Carbonated water ,Sugar, Acidity Regulator (338), Caffeine (8.7 mg/100g), Colour (150d), Flavours (Natural Flavoring substances)",44.0,10.6,13.53,7.3,14.66667944204696,10.021280716622531,345.6190066382415
Rooh Afza 750ml pet,8901453000024,"Sugar syrup 87.8%, {Sugar, Water, Acidity regulator (INS 330)} Distillate of (Nilofer, Dhaniya, Khas, Gulab, Kasni, Chhareela, Gaozaban, Pudina, Sandal Safaid, Gajar, Munakka) 4.5% Pineapple Juice 2.5%, Orange Juice 1.0%, preservative (INS 211), Distillate of Kewada and Gulab used as natural flavoring agent",414.0,10.0,13.53,0.5,1.0243632131279548,8.251238564684787,178.0306327286409
Chef's Special Tomato Ketchup,8906069403412,"Water, Tomato Paste (28.0%), Sugar, lodised Salt, Stabilizers (INS1422, INS415), Acidity Regulator (INS260), Spices and Condiments and Preservative (INS211).",98.6,20.5,13.53,0.85,1.3648111706918704,14.228157750471704,56.43773688008959
"Manner - Chocolate Cream Filled Wafers, 2.5oz (72g)",73935942400,Test,500.0,30.0,26.666666666667,3.3333333333333,16.06371991700539,11.019874047970086,402.95369682208417
Yaourt nature sucres U,850006000012,,80.0,9.6,3.3,3.0,1.3945267004070623,9.306213150739346,449.1369211569038
Maggi noodles masala,8901058000306,"Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412), Acidity regulators (501(i) & 500 (i)) and Humectant (451 (i)).

Masala *TASTEMAKER®: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chilli powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, Vodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330), Colour (150d), Mineral and Wheat gluten. Contains Wheat & Nut.

May contains Milk, Mustard, Oats And Soy.",386.0,1.43,12.9,7.86,5.8954598899410335,5.413472801828353,136.78830614889154
Amul Toned Milk,8901262260121,MILK,58.0,10.0,3.0,3.0,16.591876432123396,10.564642193353631,348.6260672362391
Coca-Cola,8901764012914,"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (338), CAFFEINE (8.7 mg/100 g), COLOUR (150d), FLAVOURS (NATURAL FLAVORING SUBSTANCES).",44.0,10.6,13.53,7.3,12.503632723868401,7.352590620449501,197.0378113558354
Cadbury Dairy Milk,8901233030548,"Sugar, Milk Solids16%, Cocoa Butter, Cocoa Solids, Lactose, Emulsifiers 442, 476",527.0,61.0,27.9,5.6,5.8954598899410335,4.734004354696222,156.3365466575034
Brit bourbon 150g (sys),8901063139213,,493.5,37.0,20.3,5.0,12.062188733689855,1.0309484442315306,161.5536012242847
Amul Gold Milky Milk,8901262260107,Milk,87.0,10.0,6.0,3.2,14.166461142567579,3.860785552638054,107.21862835701295
Limca lime lemon drink 750ml,8901764052279,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331()), STABILIZERS (414,471), PRESERVATIVE (211), FLAVOURS (NATURAL, NATURE-IDENTICAL & ARTIFICIAL (LEMON) FLAVORING SUBSTANCES).",44.0,10.7,13.53,7.3,7.553348365062512,11.04795098919463,276.0220444240334
Frooti,8902579103057,"water, mango pulp (19.5%), sugar, acidity regulators [ins330, ins 331(iii)], preservatives (ins211, insi ins202), antioxidant (ins300), nature-identical flavouring substances (mango) and synthetic food colour (ins110)",65.0,15.5,13.53,7.3,1.2558638821471693,14.22176677227901,309.6307538473482
Marie gold,8901063162426,"REFINED WHEAT FLOUR (MAIDA) (73%), SUGAR, REFINED PALM OIL, INVERT SUGAR STRUP, MILK PRODUCTS [MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK], RAISING AGENTS [503 (ii) & 500 (ii)], IODIZED SALT, NATURE IDENTICAL & ARTIFICIAL (MILK & VANILLA) FLAVOURING SUBSTANCES, EMULSIFIER (472e), CALCIUM SALT, DOUGH CONDITIONER (223), VITAMINS, FERROUS SALT, COLOUR (150D) AND POTASSIUN IODATE",445.0,21.9,10.7,8.4,4.000058962140989,6.661575923075639,374.6686196765607
2-minute Noodles,941458000290,"refined wheat flour, palm oil, iodised salt, wheat gluten, potassium chloride, guar gum, potassium carbonate, sodium bicarbonate, sodium tripolyphosphate, onion powder, coriander powder, turmeric powder, red chili powder, garlic powder, cumin powder, aniseed powder, ginger powder, fenugreek powder, black pepper powder, clove powder, green cardamom powder, nutmeg powder, hydrolysed groundnut protein, sugar, palm oil, starch, iodised salt, potassium chloride, disodium ribonucleotides, toasted onion flakes, acidity regulator, citric acid, caramel color, mineral, wheat gluten",443.0,2.86,18.6,8.57,16.3276824262512,8.276819903018874,188.04014439777376
Storia 100% Tender Coconut Water 1L,8904272600291,Tender Coconut Water 100%,20.0,5.1,13.53,0.1,6.288548202141677,13.789334841583347,114.61372301638798
Amul,8901262010320,"Butter, iodized salt, natural colour (annatto)",724.0,10.0,80.0,1.0,19.401206058023686,7.352590620449501,337.0072807709859
Lay's American Style Cream & Onion Flavour,8901491502030,"Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), 'Seasoning (Sugar, iodised Salt, Milk Solids, ^Spices & Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers (627, 631), Edible Vegetable Oil (Palm, Coconut), Anticaking Agent (551)).Contains Onion ALLERGEN ADVICE: Contains _Soy_, _Milk_ May Contain _Sulphite_
'As flavouring agent ,^Contsins onion",537.0,3.4,33.1,6.7,15.442246881095762,2.145820289609906,87.69242446291442
Puffcorn,8901491366052,,555.0,1.0,34.5,6.0,3.749749746083333,2.1935588163180397,487.598061021707
Oats,8901491103800,Rolled Oats Flakes,407.0,1.8,9.5,11.8,15.46767090900348,0.0,111.10605050522355
Sprite,8901764032905,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331(iii)), PRESERVATIVE (211), SWEETENER (960), FLAVOURS (NATURAL FLAVOURING SUBSTANCES).",40.0,9.8,13.53,7.3,12.27587260497535,10.564642193353631,220.7579540677684
Lahori Zeera,8908013982646,"CARBONATED WATER, SUGAR, LEMON JUICE CONCENTRATE (0.3%) EQUIVALENT TO 2.5% LEMON JUICE RECONSTITUTED, ACIDITY REGULATOR ONS 300 STABILISER (INS 414), CONTAINS PERMITTED NATURAL COLOUR (INS-150d) AND FLAVOURS (NATURAL & NATURE-IDENTICAL FLAVOURING SUBSTANCES), BLACK SALT, IODISED SALT CUMIN SEED, BLACK PEPPER & DRY GINGER POWDER, CLASS II PRESERVATIVE (INS-211). FINS-INTERNATIONAL NUMBERING SYSTEM).",47.2,11.8,13.53,0.2,4.054442062530031,11.04795098919463,374.6686196765607
Dal makhani,8901047816208,"Water, Black Gram Lentils (33.3%), Tomato (8.4%), Red Kidney Beans (4%), Sunflower Oil, Garlic, Salt, Ginger (0.6%), Cumin Powder, Garam Masala, Red Chilli powder, Fenugreek Leaves, Cinnamon, Cardamom, Bay leaf, Nutmeg Powder, Mace Powder",91.0,1.0,2.9,5.1,17.275758174924313,1.5107467585214465,416.4126136516763
Fruit drink,8901764175091,"NGREDIENTS: WATER, MANGO PULP(11.5%), SUGAR, ACIDITY REGULATORS 030 33 STABILIZER (466), ANTIOXIDANT 300 ,SWEETENER (960), COLOUR (110), MANGO FLAVOURS NATURE-DENTICAL & ARTIFICIAL FLAVORING SUBSTANCES",44.0,10.7,13.53,7.3,5.249721633840336,11.787644417565161,284.21135282488734
Mountain Dew,8902080364589,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331), FLAVOUR (NATURAL FLAVOURING SUBSTANCES), PRESERVATIVE (211), CAFFEINE (13 mg/100 g), STABILIZER (445), COLOUR (102)",49.0,12.3,13.53,7.3,2.9043920769977767,7.537630515613659,310.8576107770604
Cadbury dairy milk,7622202237942,"Chocolate grements: Sugar, Cocoa Butner, Milk Solids (19%*) Cocoa solids, Emulsifiers (442. 476), Flavours (Natural Nature Identical and Arofical (Caramel and Vanilla flavouring) Schstances) 

Allergen Information: Contains Milk, Sulphite May Contain Tree Nuts, Wheat, Barley and Soy",526.0,58.8,28.0,6.8,5.249721633840336,13.789334841583347,10.058136006316504
Nutri Choice,8901063142015,"WHEAT FLOUR (63%), REFINED PALM OIL, SUGAR, WHEAT BRAN (4.7%), LIQUID GLUCOSE, MILK SOLIDS, MALTODEXTRIN, RAISING AGENTS (INS 500, INS 503), IODISED SALT, EMULSIFIERS (INS 322, INS 471, INS 472c), MALT EXTRACT AND DOUGH CONDITIONER (INS 223). CONTAINS WHEAT, MILK, SOYA, BARLEY AND SULPHITE",481.0,13.1,20.9,9.1,6.288548202141677,10.846244565733857,200.8810364567867
Chilli Chatka 20rs,8901491100533,"Rice meal (43.2%), edible vegetable oil (palmolein oil), corn meal (20.0%), gram meal (3.3%), spices and condiments (chilli powder, onion powder, fennel powder, ajwain powder, cumin powder, garlic powder, coriander powder, black pepper powder, spice extract, fenugreek powder), sugar, salt, citric acid (330).",562.0,2.0,35.1,5.6,10.33326532443087,6.710321657098728,337.0072807709859
Sprite,3948764032271,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331(1), PRESERVATIVE (211), SWEETENER (960), FLAVOURS (NATURAL FLAVORING SUBSTANCES).",40.0,9.8,13.53,7.3,5.91367850585084,9.098414610567188,107.21862835701295
American Style Cream & Onion 10rs,8901491503037,"Potato, Edible Vegetable Oil (Palmolein, Rice Bran Oil), *Seasoning (Sugar, Iodised Sat, _Milk_ Solids, ~Spices & Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers (627, 631), Edible Vegetable Oil (Palm, Coconut), Anticaking agent (551)).
*As fiavouring agent. ~Contains Onion
ALLERGEN ADVICE: Contains _Soy_, _Milk_
May Contain _Sulphite_",537.0,3.4,33.1,6.7,15.72500163172097,7.888370865607255,108.15703817617246
Boost,8901030818660,"Cereal extract (49%) [Barley, Wheat, Millet), Malted Barley (Extracted solids) (21%), Sugar, Wheat Flour (Atta) (6.5%) Milk Solids (6%), Minerals, Wheat gluten, Natural Colour (INS 150 Acidity Regulators (INS 501, INS 500(ii)], Edible lodized Salt, Cocoa powder Vitamins, Soy Protein Isolate (0.28%), Nature-identical flavouring substances CONTAINS PERMITTED NATURAL COLOUR AND ADDED FLAVOUR (NATURE IDENTICAL FLAVOURING SUBSTANCES). 500100 Tengah +Based on an independent study conducted in 2009, the number of shuttles completed by Boost consuming children (aged 7-105 increased by 25% compared to 8% increase in children who consumed endurance. Study published in J Nutr. 141:2017-2023, 2011 fortified chocolate beverage, in a 20 m shuttle test measuring we A Boost is a nourishing beverage to be consumed as a part of your daily diet and exercise plan. PET",373.0,9.5,2.5,7.3,9.926532367651374,13.259576488561766,350.5692944837279
Little Hearts,8901063019188,,486.0,24.0,19.5,7.4,5.91367850585084,2.24564803640535,384.8836014447482
honey squeezy,8901207005527,Honey (100%),320.0,80.0,13.53,7.3,4.054442062530031,3.860785552638054,369.8430045516192
Coconut oil,8901088000345,Coconut Oil,900.0,10.0,100.0,7.3,14.607242644015646,0.9000864711296719,368.98371251650707
Pulpy Orange,8901764362804,"Water,Sugar,Orange Juice (10.5%)(Reconstituted From Orange Juice Concentrate & Orange Pulp Cells), Acidity Regulators (330,331(iii)),Antioxidant(300),Colors(110,102),Orange Flavours(Natural,Natural-Identical And Artificial Flavouring Substances).",52.0,12.7,13.53,7.3,18.445297276960027,8.465431831203553,107.21862835701295
Sandwich Biscuit,7622201756741,"Refined Wheat Flour (Maida), Sugar, Fractionated Fat, Palmolein, Cocoa Solids (3%*), Invert Sugar, Leavening Agents (500(ii),503 (ii)), Starch, lodised Salt, Emulsifier (322), Nature Identical Flavouring Substances",483.0,38.0,19.7,5.3,14.293571265737599,8.78770849788994,204.33700142197648
Monaco Classic Biscuits,8901719121432,,492.0,8.4,20.6,7.9,13.71623722759192,0.8389432724792832,309.6307538473482
